PARK_NAME,PARK_STATUS,PARK_TYPE,SUB_TYPE,AREA_HECTARES,EXISTING_PARK_NO,CONSTRUCTED_YEAR,ACCESS_POINTS,COMPKEY,OBJECTID,Shape__Area,Shape__Length
THATCHER PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.067,154,1980,"THATCHER CRT, MONDRAGON CIR",138737,1,1278.9296875,159.984939135879
KINDLE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.173,138,1980,"KINDLE CRT, ELMVALE AVE",138361,2,3321.09765625,334.178667549761
SUNCREST PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.37,083,1998,"SUNCREST DR, RED MAPLE DR",138724,3,7057.96484375,342.378606725947
JORGEN JENSEN PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.091,214,1980,"COURTLEIGH SQ, SANDALWOOD PKY E, KENNEDY RD N",138348,4,1735.49609375,178.142569129185
CONESTOGA PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.098,127,1980,"CONESTOGA DR, FANSHAWE DR",138135,5,1871.015625,179.193901045421
RC CHARLTON PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.791,526,2007,"JAMES POTTER DR, OBLATE CRES, PEFFERLAW CIR",138334,6,15118.9140625,526.024589641425
NORTH MILL PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.249,080,1977,MILL ST N,138478,7,4759.9375,397.80946397779
PICKARD PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.344,462,2006,"WITHERS WAY, ALBRIGHT RD",137991,8,25717.5703125,744.904668862827
ZION PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.013,616,1990,,138824,9,240.36328125,69.5083508574972
GARBUTT PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.178,027,1987,"GARBUTT CR, COX CR",138260,10,3404.07421875,250.143043949079
TODD EDWARD BAYLIS PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.667,155,1995,AURORA PL,138745,11,12782.72265625,572.977513087187
COPELAND WOODS,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,1.154,403,2007,"JAMES POTTER RD, OBLATE CRES, CHAROLAIS BLVD",204189,12,22050.5546875,661.35319028537
AMBERWOOD PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.134,122,1980,"AMBERWOOD SQ, CONESTOGA DR",137996,13,2548.18359375,271.079316161603
SNELGROVE RECREATION CENTRE,ACTIVE,COMMUNITY PARKS,COMMUNITY SPORTS PARK,0.811,461,1991,"HURONTARIO ST, MAPLESHADE DR",138695,14,15522.4375,516.257464321243
ARMBRO PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.653,064,1984,"WILLIAMS PKWY, HARRIDINE RD, ROTHERGLEN CT",138000,15,31368.62890625,733.728649507849
MARABOO PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.107,142,1980,"KINDLE CRT, SOMERSET DR, MARABOO CRT",138431,16,2053.57421875,307.855864380533
JOYCE ARCHDEKIN PARK,ACTIVE,CONSERVATION AUTHORITY-OWNED LANDS(CITY MAINTAINED),CONSERVATION AREA,8.498,087,1967,"MILL ST S, ELGIN DR, MAIN ST S",137998,17,162582.875,2461.97611575502
DRIFTWOOD PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.213,212,1985,"KENNEDY RD N, OLEANDER CRES, DRIFTWOOD CRES",138189,18,4086.80078125,279.08798972114
PENDERGAST PARK,ACTIVE,ENVIRONMENTAL PARKS,WOODLOT,5.471,364,1984,"MCVEAN RD, RYCKMAN LANE",138508,19,105092.52734375,1989.83021908029
CIVIC CENTRE,ACTIVE,OPERATIONS/ADMINISTRATION FACILITIES,OPERATIONS/ADMINISTRATION FACILITY,2.378,488,1991,"CENTRAL PARK DR, KNIGHTSBRIDGE RD",138127,20,45552.984375,903.594702250145
WIGGINS PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.761,286,2001,EGYPT DR,138804,21,33778.43359375,742.402318637261
TALBOT PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.274,084,1980,"TALBOT ST, VODDEN ST W, ENGLISH ST",138732,22,24384.46875,943.192337502787
ELDERBANK PARKETTE,ACTIVE,ENVIRONMENTAL PARKS,WOODLOT,0.057,132,1984,ELDERBANK CRT,138210,23,1091.8828125,135.383488730843
BERESFORD PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.158,507,2007,"CALDERSTONE RD, LYNBROOK CRES, BERESFORD CRES",138022,24,3029.6328125,224.627521187412
NANCY MCCREDIE PARK,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.457,078,1980,"NANCY MCCREDIE DR, VODDEN ST W",138470,25,8733.29296875,401.781674385334
FANSHAWE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,3.721,133,1980,"TRAVERSTON CRT, NOTTAWASAGA CRES, FANSHAWE DR",138237,26,3651.32421875,379.034331653866
SOMERSET PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,LINK,0.056,149,1986,"SOMERSET DR, FANSHAWE DR",138700,27,1076.4375,196.048727088174
DARWIN PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.191,129,1980,"DARWIN PL, SHELBOURNE CRT",138168,28,3660.12109375,274.665089360142
SANDALWOOD PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,3.755,146,1980,"SANDALWOOD PKWY E, CONESTOGA DR, SUTTER AV",138671,29,173141.37890625,2518.18095410674
SMIRLE BIG TRAIN LAWSON PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,3.755,474,2008,"PANNAHILL DR, STRATHDALE RD",138694,30,14220.91015625,468.40927383618
ENGLISH STREET PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.801,068,1980,"ENGLISH ST, ALISON CT, ROSEBUD AV",138215,31,34483.33984375,1084.37324662849
SUNFOREST PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.135,152,1995,SUNFOREST DR,138725,32,2584.4453125,207.541107725214
CHEVAL PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.479,356,2000,CHEVAL CRT,138115,33,9199.4765625,480.855812900142
CRAWLEY PARK,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,5.369,305,1970,"CRAWLEY DR, CLOVERDALE DR, BALMORAL DR, CLARK BV",138145,34,102859.15625,3009.7883864074
ALOMA PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,5.94,299,1970,"AVONDALE BLVD, ALGONQUIN BLVD, ASHWOOD CRES, ALEXANDRIA CRES, ALDERBURY CRES",137995,35,113780.95703125,2486.62171065909
CLARK PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,9.782,304,1983,"CLARK BLVD, BALMORAL DR, CAVENDISH CRES, CRAWLEY DR",138129,36,187381.4140625,4976.52508782047
JESSIE PARK,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,1.807,094,1983,"QUEEN ST W, JESSIE ST",138344,37,34573.0859375,891.44745388311
EARNIE MITCHELL PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.1,170,1983,"SCOTT ST, QUEEN ST E, MAPLE AV",138197,38,1913.4296875,237.810609848871
OSTRANDER PARK NORTH,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,0.165,003,1983,"OSTRANDER BLVD, MISSISSAUGA RD",138492,39,3157.44921875,233.645021438969
DONN REYNOLDS PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.402,067,1997,"ROYAL ORCHARD DR, SPRINGVIEW DR, ARJAY TR",138184,40,7687.84375,354.554780813078
REGENTVIEW PARKETTE,ACTIVE,ENVIRONMENTAL PARKS,VISTA,0.356,219,1988,REGENTVIEW DR,138529,41,6824.671875,548.862987926927
MEADOWLARK PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.07,109,1993,MEADOWLARK DR,138450,42,1341.5390625,151.59320677043
LLOYD SANDERSON PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.199,042,1997,LOCKWOOD RD,138396,43,22935.11328125,607.840189555793
KINCAID PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.29,137,1980,"KINCAID CRT, PRIMROSE CRES, KLINE CRT",138360,44,5559.25,503.65551873847
BOVAIRD HOUSE,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,0.901,492,1990,"BOVAIRD DR E, SIMMONS BLVD",138046,45,17280.0234375,560.972161121289
MERGANSER PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.215,198,1986,MERGANSER CRES,138452,46,4104.5546875,245.510704060726
SPRINGDALE BRANCH LIBRARY AND KOMAGATA MARU PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.704,977,2018,,467201,47,32813.4453125,731.594537001729
FENWICK PARK EAST,ACTIVE,ENVIRONMENTAL PARKS,LINK,0.116,681,2015,,461613,48,2220.62109375,226.549926089713
OWLRIDGE CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,1.377,512,2007,"WILLIAMS PKWY, JAMES POTTER RD",138475,49,26341.37890625,1221.40732724905
ROYAL PALM PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.114,222,1984,"RUSHMORE CRES, ROYAL PALM DR",138551,50,2179.29296875,208.494364117894
VIA ROMANO PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.811,374,2004,"ZIA DODDA CRES, HOYLE DR, VIA RAMANO WAY",138778,51,15560.9375,518.763153591939
SNELL PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.293,148,1980,"LANSING SQ, PRIMROSE CRES, KENNEDY RD N",138697,52,5599.86328125,362.96807901356
PRIMROSE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.159,144,1983,"PRIMROSE CRES, KENNEDY RD N",138512,53,3057.59375,308.563396468064
CRENSHAW PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.214,128,1980,"CRENSHAW CRT, TREWARTHA CRES",138151,54,4093.6640625,276.870039789267
COUNTY COURT PARK,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,5.923,194,1985,COUNTY COURT BLVD,138143,55,113270.12890625,1632.69589405628
ADDINGTON PARK,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,1.867,298,1965,"BALMORAL DR, APPLEBY DR, ALGONQUIN BLVD, ADDINGTON CRES",137986,56,35775.46484375,1142.56561534645
SIR WINSTON CHURCHILL PARK,ACTIVE,ENVIRONMENTAL PARKS,LINK,1.031,190,1965,CENTRE ST S,138691,57,19730.1484375,931.071842460664
KEN WHILLANS SQUARE,ACTIVE,CITY PARKS,CITY PARK,0.56,096,1991,"WELLINGTON ST W, MAIN ST S, GEORGE ST S, QUEEN ST W",138354,58,10711.484375,474.051887454168
MARTINDALE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.641,076,1984,"MARTINDALE CR, WHEATFIELD RD",138437,59,12275.25390625,762.119100547186
SOUTHWELL PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.11,150,1995,SOUTHWELL PL,138703,60,2116.2421875,199.070384225695
COWTON FAMILY MEADOW,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,3.72,025,1990,"WILLIAMS PKWY W, MCLAUGHLIN RD N",138090,61,71201.12890625,1533.67037531182
FLUTED POINT VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,13.608,408,1990,"MICHELANGELO BLVD, MCVEAN DR",138666,62,261299.375,4073.98998310947
HUNTLEY PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.152,136,1980,"TANAGER SQ, SANDALWOOD PKY E, HUNTLEY CRT",138323,63,2913.58203125,278.478127540919
WILLIAM SHEARD PKT,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.234,346,1994,"STONELEDGE CIR, RED STAG RD, URAL CIR",138808,64,4491.29296875,257.769934833286
HUTTONVILLE PARKETTE,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,0.209,002,1983,"HUTTONVILLE DR, GRANDVIEW CRT",138326,65,3986.08203125,268.231235200123
REYNIER PARKETTE NORTH,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.019,220,1986,"REYNIER DR, SPARKLETT CRES",199595,66,355.44921875,106.907824163896
REYNIER PARKETTE SOUTH,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.046,575,1986,"REYNIER DR, SPARKLETT CRES",138531,67,881.81640625,119.118638160146
LASCELLES PARK EXTENSION,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,0.154,572,1983,"LEACREST ST, LASCELLES BLVD, LEANDER ST",199596,68,2959.3359375,230.391132785716
LARANDE PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,7.398,436,2007,"LARANDE CRT, HELLYER AVE",138382,69,141360.984375,1994.39104217853
MEADOWLAND PARK,ACTIVE,CONSERVATION AUTHORITY-OWNED LANDS(CITY MAINTAINED),CONSERVATION AREA,4.701,187,1965,"CLARENCE ST, MAIN ST S, MEADOWLAND DR, ELDOMAR AV",138449,70,89945.42578125,2041.26966229325
KANASHIRO PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.8,372,2004,"ANGE LUCCI DR, THORNDALE RD, GOULD CRT",138351,71,15349.86328125,507.487477545625
VICTORIA PARK EAST PATHWAY,ACTIVE,ENVIRONMENTAL PARKS,LINK,0.375,307,1975,BRAMALEA RD,138780,72,7153.7421875,717.998846231718
FLAMINGO PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.183,341,1986,"FLAMINGO CRES, FINSBURY DR, QUEEN ST E",138247,73,3520.34375,394.848317121339
TOMMY SPRIGG PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.081,327,1975,"GLEBE CRES, QUEEN ST E,  BRAMALEA RD",138481,74,20707.8359375,964.187010245248
VODDEN PARK,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.791,085,1980,"VODDEN ST W, ENGLISH ST",138785,75,15132.6640625,630.654261170897
NORTH FLETCHERS CREEK PARK,ACTIVE,CONSERVATION AUTHORITY-OWNED LANDS(CITY MAINTAINED),CONSERVATION AREA,2.755,079,1983,"DENISON AVE, DUSTY AVE",138477,76,52714.765625,1608.4480122968
LA FRANCE PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,2.41,260,1983,"LA FRANCE RD, LIBERATION DR, LEATHERHEAD CRT, WILLIAMS PKY",138375,77,46171.0859375,1136.06210267859
BEATTY-FLEMING PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,0.763,023,1970,"MCGLAUGHLIN RD, CAMPBELL DR, LESLIE ST",138017,78,14590.69921875,500.181212022475
SUTTER PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.151,153,1980,"SUTTER AVE, AMBERWOOD SQ",138730,79,2890.57421875,308.889766410125
BLACKMERE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.2,192,1986,BLACKMERE CIR,138030,80,3821.3828125,256.721764911309
ROLLINGWOOD PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.674,398,2005,"ROLLINGWOOD DR, LENNON TRAIL, WILDSKY RD, YULE CRT",138545,81,12879.44140625,453.19474710855
SCOTCHMERE VISTA,ACTIVE,ENVIRONMENTAL PARKS,VISTA,0.074,617,2011,TATRA CRES,205566,82,1426.16796875,156.280571067815
SANDALWOOD VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,2.387,147,1994,"SANDALWOOD PKWY E, SUNFOREST DR, SUNSHADE PL, SOUTHWELL PL",138673,83,45715.984375,1220.73643088763
BELMONT PARK,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,1.289,301,1970,"BENTWOOD DR, AVONDALE BLVD, BIRCHBANK RD, BELMONT DR",138021,84,24690.46875,1368.20773718104
WEYBRIDGE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.253,245,1978,"WEYBRIDGE TRAIL, WILLIAMS PKWY",138795,85,4835.51953125,283.004027301446
CENTENNIAL PARK,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,16.605,182,1967,"CENTRE ST S, MARY ST, WELLINGTON ST E, JAMES ST, CLARENCE ST, GUEST ST",138104,86,317814.31640625,2985.08374652476
TIMBERLANE PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.142,113,1990,"TIMBERLANE  DR, WALLINGFORD CT",138744,87,21829.8125,799.77458467655
ALBEMARLE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.186,121,1980,BRAIDWOOD LAKE RD AND ALBEMARLE CRT,137989,88,3556.82421875,309.344218670611
EASTBOURNE PARK,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,8.377,338,1970,"PLAYGROUND; 2 BASKETBALL NETS",138199,89,160524.63671875,3774.69611923905
STEEPLEBUSH PARKETTE,ACTIVE,ENVIRONMENTAL PARKS,LINK,0.602,312,2000,"MINT LEAF BLVD, STEEPLEBUSH AVE",138716,90,11544.40234375,896.45723220771
DON MINAKER PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.197,389,2005,"DON MINAKER DR, GALLUCCI CRES",138457,91,22968.0703125,683.312798714892
MARTINS GREEN PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.18,016,1970,MARTIN'S  BLVD,459091,92,3436.515625,262.728280539751
WALTER BLATCHFORD CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,0.928,501,2006,"MAYFIELD RD, MAISONNEUVE BLVD, LEPARC RD, BELLEVILLE DR,",138322,93,17822.046875,822.469815996618
CHRIS GIBSON PARK,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,18.792,066,1977,"MCLAUGHLIN RD N, DENISON AV, ROSSET CR, RAILROAD ST, AMSTERDAM CR",138122,94,359637.74609375,3079.50995508772
DUNBLAINE PARK,ACTIVE,ENVIRONMENTAL PARKS,LINK,1.092,335,1970,"BALMORAL DR, DORCHESTER DR, DUNBLAINE CRES",138193,95,20919.0625,1288.43492085297
LONG JOHN MCCLURE POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,2.637,1522,2004,"EDENBROOK HILL DR, RIVER ROCK CRES",137985,96,50515.20703125,965.620449143048
CENTRAL PUBLIC SCHOOL PARK,ACTIVE,COMMUNITY PARKS,COMMUNITY SPORTS PARK,2.862,163,1986,"ELLEN ST, ALEXANDER ST",138106,97,54783.2265625,1078.85841890016
NORTHWOOD PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.362,031,1969,"PARKWAY AV, CAMBRIDGE CR",138482,98,26064.546875,821.718329230713
CHARLES F WATSON AND FAMILY GARDENS,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.366,184,1999,"PEEL VILLAGE PKWY, MAIN ST S",138111,99,7008.48828125,402.292853596005
MCLOUGHLIN PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.321,186,1975,JAMES ST,138447,100,6151.54296875,385.156538203147
KIDD VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,9.795,418,2004,"THORNDALE RD, EBENEZER RD",138205,101,188053.37890625,2945.60162943639
LOUGHEED PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.858,391,2005,"CLEMENTINE DR, PANTOMINE BLVD",138400,102,16394.6328125,514.406107588848
WA RUSSELL PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.611,086,1995,"ROYAL ORCHARD DR, SPRINGVIEW DR",138786,103,11703.55859375,452.200413032001
THOMAS BOWLES VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,2.948,404,2004,"IVORY TUSK CT, SANDALWOOD PY E",138738,104,56565.3203125,1287.87855984612
DAFOE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.303,040,1983,"DAFOE CR, CHAROLAIS BV",138165,105,5789.6796875,309.028710236225
VIVIANS WOOD,ACTIVE,ENVIRONMENTAL PARKS,WOODLOT,1.742,049,2000,"DRINKWATER RD, VIVIANS CRES",138783,106,33245.8828125,1205.45395480137
TERRY MILLER RECREATION CENTRE,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,1.01,528,1979,WILLIAMS PKWY,138735,107,19305.48828125,664.648570096873
REEVE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.258,081,1983,"REEVE RD, ENGLISH ST",138528,108,4936.265625,364.614829450374
MURRAY STREET PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.732,077,1987,"MURRAY ST, PARK ESTATES CT",138469,109,33180.5546875,820.532258024654
FRED KEE PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,3.467,070,1995,ROYAL ORCHARD DR,138257,110,66383.25,1040.96309581852
CHAMNEY COURT PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.128,183,1992,"CHAMNEY CRT, BARTLEY BULL PKWY",138109,111,2444.6875,289.627902501365
BERKSHIRE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.224,207,1980,"BARRINGTON CRES, ROYAL PALM DR, BERKSHIRE SQ",138024,112,4290.79296875,448.275048235297
TURTLE CREEK PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.933,201,1986,"TURTLECREEK BLVD, COUNTY COURT BLVD, MOSSBANK DR, SEMINOLE DR",138760,113,36963.58203125,1520.06216147586
BLACKTHORN PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.063,161,1984,"BLACKTHORN LANE, KENNEDY RD N",138031,114,1204.765625,156.446766332989
MAJOR WILLIAM SHARPE PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,4.548,029,1987,"MAJOR WILLIAM SHARPE DR, PHELPS DR, BURGBY AV",138420,115,87038.05078125,1594.52346053017
VERITY PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.539,047,1983,"VERITY CT, CHAROLAIS BV",138777,116,10304.28515625,469.612263845651
CITY HALL,ACTIVE,OPERATIONS/ADMINISTRATION FACILITIES,OPERATIONS/ADMINISTRATION FACILITY,0.946,537,1991,"WELLINGTON ST W, MAIN ST S, GEORGE ST S, QUEEN ST W",138126,117,18113.390625,1014.62843938514
CENTURY PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.192,232,1980,"ARCHDEKIN DR, MAJOR OAKS DR",138108,118,3679.8671875,258.814986347595
JACOB SHOOK PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.825,464,2007,"DEVONSLEIGH DR, QUANCE GATE, ANSBURY RD, ",138176,119,15809.5703125,523.288422593126
MORROW PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.804,471,2008,"SEVERIN ST, SPARHILL ST, KISTLER ST",138461,120,15423.11328125,495.799297627444
BLOOMINGDALE PARK,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.2,193,1987,"AMANTINE CRES, BLOOMINGDALE DR",138034,121,3824.5546875,249.178967585374
MIDSUMMER POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,0.613,1573,2011,MIDSUMMER DR,200756,122,11764.97265625,439.848667918488
HOMESTEAD PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,2.828,028,2000,FLETCHER'S CREEK BV,138318,123,54005.0078125,1104.82183053306
CALDERSTONE PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.525,396,2005,"DROOPING JUNIPER RD, KIDBROOK RD, BLUFFWOOD CRES, PURE BROOK CRES",138078,124,10067.30859375,415.702045103131
ANNE NASH PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.726,395,2005,"COTTRELLE BLVD, PRINCESS VALLEY CRES, VALLEYCREEK DR",138526,125,13936.64453125,484.669571734746
BRIDEKIRK PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.482,037,1984,"MCLAUGHLIN RD S, BRIDEKIRK PL",138065,126,9208.3359375,437.411083413923
FERN VALLEY PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.106,280,1995,"FERN VALLEY CR, LOFTY PINES PL",138241,127,2031.87109375,186.676028039423
CUNNINGTON PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.564,059,1999,"BUSHBERRY RD, MELROSE GDNS",138160,128,10803.7734375,418.742684241761
KNIGHTSBRIDGE COMMUNITY AND SR CITIZENS' CENTRE,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,0.116,523,1979,KNIGHTSBRIDGE RD,138368,129,2217.93359375,201.752371888826
TRELEAVEN PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.631,104,1955,"GREGORY ST, TRELEAVEN DR, ELLIOT DR, HAROLD ST",138757,130,12081.8359375,637.625182723806
KIWANIS MEMORIAL PARK,ACTIVE,CONSERVATION AUTHORITY-OWNED LANDS(CITY MAINTAINED),CONSERVATION AREA,4.112,185,1980,"BARTLEY BULL PY, MAIN ST S",138365,131,78660.20703125,1699.23771094299
GAGE PARK,ACTIVE,CITY PARKS,CITY PARK,1.64,093,1945,"WELLINGTON ST W, MAIN ST S, ELIZABETH ST S",138259,132,31331.21875,732.039219387306
KIWANIS YOUTH CENTRE FOR SPORTS EXCELLENCE,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,1.223,525,1999,MCMURCHY AVE S,138366,133,23387.33984375,856.286298646753
KIM VALLEY,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.153,038,1989,"CHINGUACOUSY RD, TORRANCE WOODS",138079,134,22042.40625,874.695012523089
ELLEN MITCHELL RECREATION CENTRE,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,0.607,524,1981,NORTH PARK DR,138214,135,11617.90234375,469.873883297847
GREY WHALE PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.816,457,2006,"GREY WHALE RD, WHALE COVE CRT, MOUNTAINASH RD",138287,136,15659.03515625,552.083380708114
CUTTERS PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.14,039,1992,"CUTTERS CR, CHINGUACOUSY RD",138163,137,2677.4765625,221.900008277767
CAVENDISH PARK,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.406,303,1970,CAVENDISH CRES,138103,138,7775.98828125,399.283828991301
FOXACRE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.063,234,1984,"FOXACRE ROW, KENNEDY RD N",138255,139,1204.91015625,156.454241624508
ALMOND PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.628,648,2013,"ALMOND ST, DRUMMONDVILLE DR, OSHAWA DR",212899,140,12055.796875,450.335344860014
HARTFORD WAY,ACTIVE,ENVIRONMENTAL PARKS,LINK,1.065,196,1990,"KENNEDY RD S, HARTFORD TRAIL",138295,141,20361.18359375,1990.39468200828
